,model,subject,verb,entity,entity_cat,sentence,pll_på,pll_med,pll_null,index_
319,NbAiLab/nb-bert-base,Kim,avsluttet,ode,entertainment,"['Kim avsluttet på oden.', 'Kim avsluttet med oden.', 'Kim avsluttet oden.']",51.76079559326172,47.032310485839844,48.760658264160156,79
320,NbAiLab/nb-bert-base,Kim,begynte,salme,entertainment,"['Kim begynte på salmen.', 'Kim begynte med salmen.', 'Kim begynte salmen.']",23.206729888916016,26.59552764892578,27.912776947021484,80
321,NbAiLab/nb-bert-base,Kim,startet,salme,entertainment,"['Kim startet på salmen.', 'Kim startet med salmen.', 'Kim startet salmen.']",31.523113250732422,32.69282531738281,35.4356689453125,80
322,NbAiLab/nb-bert-base,Kim,fortsatte,salme,entertainment,"['Kim fortsatte på salmen.', 'Kim fortsatte med salmen.', 'Kim fortsatte salmen.']",30.094764709472656,21.802995681762695,27.560998916625977,80
323,NbAiLab/nb-bert-base,Kim,avsluttet,salme,entertainment,"['Kim avsluttet på salmen.', 'Kim avsluttet med salmen.', 'Kim avsluttet salmen.']",42.990936279296875,30.31244659423828,30.713947296142578,80
324,NbAiLab/nb-bert-base,Kim,begynte,riff,entertainment,"['Kim begynte på riffet.', 'Kim begynte med riffet.', 'Kim begynte riffet.']",28.462955474853516,32.17259979248047,37.00846862792969,81
325,NbAiLab/nb-bert-base,Kim,startet,riff,entertainment,"['Kim startet på riffet.', 'Kim startet med riffet.', 'Kim startet riffet.']",32.89337158203125,34.7359504699707,32.46161651611328,81
326,NbAiLab/nb-bert-base,Kim,fortsatte,riff,entertainment,"['Kim fortsatte på riffet.', 'Kim fortsatte med riffet.', 'Kim fortsatte riffet.']",32.90863037109375,28.266357421875,36.020843505859375,81
327,NbAiLab/nb-bert-base,Kim,avsluttet,riff,entertainment,"['Kim avsluttet på riffet.', 'Kim avsluttet med riffet.', 'Kim avsluttet riffet.']",44.24601745605469,39.821189880371094,39.36539840698242,81
328,NbAiLab/nb-bert-base,Kim,begynte,flamenco,entertainment,"['Kim begynte på flamencoen.', 'Kim begynte med flamencoen.', 'Kim begynte flamencoen.']",47.649349212646484,50.22794723510742,59.038272857666016,82
329,NbAiLab/nb-bert-base,Kim,startet,flamenco,entertainment,"['Kim startet på flamencoen.', 'Kim startet med flamencoen.', 'Kim startet flamencoen.']",52.0064811706543,54.08200454711914,53.695220947265625,82
330,NbAiLab/nb-bert-base,Kim,fortsatte,flamenco,entertainment,"['Kim fortsatte på flamencoen.', 'Kim fortsatte med flamencoen.', 'Kim fortsatte flamencoen.']",52.90778732299805,46.852638244628906,54.60353088378906,82
331,NbAiLab/nb-bert-base,Kim,avsluttet,flamenco,entertainment,"['Kim avsluttet på flamencoen.', 'Kim avsluttet med flamencoen.', 'Kim avsluttet flamencoen.']",65.04645538330078,55.40388488769531,62.07328414916992,82
332,NbAiLab/nb-bert-base,Kim,begynte,melodi,entertainment,"['Kim begynte på melodien.', 'Kim begynte med melodien.', 'Kim begynte melodien.']",33.38100051879883,39.80554962158203,38.29139709472656,83
333,NbAiLab/nb-bert-base,Kim,startet,melodi,entertainment,"['Kim startet på melodien.', 'Kim startet med melodien.', 'Kim startet melodien.']",40.3820915222168,42.10178756713867,36.1125602722168,83
334,NbAiLab/nb-bert-base,Kim,fortsatte,melodi,entertainment,"['Kim fortsatte på melodien.', 'Kim fortsatte med melodien.', 'Kim fortsatte melodien.']",37.1895751953125,34.22090530395508,38.213924407958984,83
335,NbAiLab/nb-bert-base,Kim,avsluttet,melodi,entertainment,"['Kim avsluttet på melodien.', 'Kim avsluttet med melodien.', 'Kim avsluttet melodien.']",44.52457046508789,40.86664581298828,32.65513610839844,83
336,NbAiLab/nb-bert-base,Kim,begynte,anime,entertainment,"['Kim begynte på animen.', 'Kim begynte med animen.', 'Kim begynte animen.']",35.178096771240234,33.753196716308594,41.756290435791016,84
337,NbAiLab/nb-bert-base,Kim,startet,anime,entertainment,"['Kim startet på animen.', 'Kim startet med animen.', 'Kim startet animen.']",41.875709533691406,40.23885726928711,46.59053039550781,84
338,NbAiLab/nb-bert-base,Kim,fortsatte,anime,entertainment,"['Kim fortsatte på animen.', 'Kim fortsatte med animen.', 'Kim fortsatte animen.']",33.114952087402344,28.127838134765625,41.448707580566406,84
339,NbAiLab/nb-bert-base,Kim,avsluttet,anime,entertainment,"['Kim avsluttet på animen.', 'Kim avsluttet med animen.', 'Kim avsluttet animen.']",51.102657318115234,48.24076843261719,48.66301345825195,84
340,NbAiLab/nb-bert-base,Kim,begynte,portrett,entertainment,"['Kim begynte på portrettet.', 'Kim begynte med portrettet.', 'Kim begynte portrettet.']",27.2082576751709,24.243820190429688,30.495296478271484,85
341,NbAiLab/nb-bert-base,Kim,startet,portrett,entertainment,"['Kim startet på portrettet.', 'Kim startet med portrettet.', 'Kim startet portrettet.']",34.72319030761719,28.196109771728516,31.557891845703125,85
342,NbAiLab/nb-bert-base,Kim,fortsatte,portrett,entertainment,"['Kim fortsatte på portrettet.', 'Kim fortsatte med portrettet.', 'Kim fortsatte portrettet.']",32.410186767578125,21.350204467773438,27.39699363708496,85
343,NbAiLab/nb-bert-base,Kim,avsluttet,portrett,entertainment,"['Kim avsluttet på portrettet.', 'Kim avsluttet med portrettet.', 'Kim avsluttet portrettet.']",46.19154739379883,37.438045501708984,30.25062370300293,85
344,NbAiLab/nb-bert-base,Kim,begynte,freske,entertainment,"['Kim begynte på fresken.', 'Kim begynte med fresken.', 'Kim begynte fresken.']",34.298561096191406,37.20613098144531,45.99989318847656,86
345,NbAiLab/nb-bert-base,Kim,startet,freske,entertainment,"['Kim startet på fresken.', 'Kim startet med fresken.', 'Kim startet fresken.']",41.6917724609375,41.114986419677734,41.33278274536133,86
346,NbAiLab/nb-bert-base,Kim,fortsatte,freske,entertainment,"['Kim fortsatte på fresken.', 'Kim fortsatte med fresken.', 'Kim fortsatte fresken.']",41.31451416015625,35.08469772338867,43.94738006591797,86
347,NbAiLab/nb-bert-base,Kim,avsluttet,freske,entertainment,"['Kim avsluttet på fresken.', 'Kim avsluttet med fresken.', 'Kim avsluttet fresken.']",57.391212463378906,50.45520782470703,46.919410705566406,86
348,NbAiLab/nb-bert-base,Kim,begynte,graffiti,entertainment,"['Kim begynte på graffitien.', 'Kim begynte med graffitien.', 'Kim begynte graffitien.']",37.644134521484375,36.299522399902344,43.0244255065918,87
349,NbAiLab/nb-bert-base,Kim,startet,graffiti,entertainment,"['Kim startet på graffitien.', 'Kim startet med graffitien.', 'Kim startet graffitien.']",44.64846420288086,39.649810791015625,48.642578125,87
350,NbAiLab/nb-bert-base,Kim,fortsatte,graffiti,entertainment,"['Kim fortsatte på graffitien.', 'Kim fortsatte med graffitien.', 'Kim fortsatte graffitien.']",38.22380447387695,29.194196701049805,34.37556076049805,87
351,NbAiLab/nb-bert-base,Kim,avsluttet,graffiti,entertainment,"['Kim avsluttet på graffitien.', 'Kim avsluttet med graffitien.', 'Kim avsluttet graffitien.']",52.834449768066406,46.97671890258789,47.54983901977539,87
352,NbAiLab/nb-bert-base,Kim,begynte,mosaikk,entertainment,"['Kim begynte på mosaikken.', 'Kim begynte med mosaikken.', 'Kim begynte mosaikken.']",25.131145477294922,25.593334197998047,36.30487823486328,88
353,NbAiLab/nb-bert-base,Kim,startet,mosaikk,entertainment,"['Kim startet på mosaikken.', 'Kim startet med mosaikken.', 'Kim startet mosaikken.']",32.85682678222656,29.01979637145996,36.794219970703125,88
354,NbAiLab/nb-bert-base,Kim,fortsatte,mosaikk,entertainment,"['Kim fortsatte på mosaikken.', 'Kim fortsatte med mosaikken.', 'Kim fortsatte mosaikken.']",29.78993034362793,22.7425537109375,31.6458740234375,88
355,NbAiLab/nb-bert-base,Kim,avsluttet,mosaikk,entertainment,"['Kim avsluttet på mosaikken.', 'Kim avsluttet med mosaikken.', 'Kim avsluttet mosaikken.']",50.95404052734375,43.21868896484375,37.87236785888672,88
356,NbAiLab/nb-bert-base,Kim,begynte,solo,entertainment,"['Kim begynte på soloen.', 'Kim begynte med soloen.', 'Kim begynte soloen.']",25.24929428100586,29.929874420166016,31.580718994140625,89
357,NbAiLab/nb-bert-base,Kim,startet,solo,entertainment,"['Kim startet på soloen.', 'Kim startet med soloen.', 'Kim startet soloen.']",33.03048324584961,33.71776580810547,32.79174041748047,89
358,NbAiLab/nb-bert-base,Kim,fortsatte,solo,entertainment,"['Kim fortsatte på soloen.', 'Kim fortsatte med soloen.', 'Kim fortsatte soloen.']",34.15080261230469,26.968223571777344,30.547481536865234,89
359,NbAiLab/nb-bert-base,Kim,avsluttet,solo,entertainment,"['Kim avsluttet på soloen.', 'Kim avsluttet med soloen.', 'Kim avsluttet soloen.']",44.32127380371094,39.50657272338867,34.52409362792969,89
360,NbAiLab/nb-bert-large,Kim,begynte,strudel,food,"['Kim begynte på strudelen.', 'Kim begynte med strudelen.', 'Kim begynte strudelen.']",33.542015075683594,34.02543640136719,41.82414627075195,0
361,NbAiLab/nb-bert-large,Kim,startet,strudel,food,"['Kim startet på strudelen.', 'Kim startet med strudelen.', 'Kim startet strudelen.']",38.11872863769531,35.203704833984375,38.938926696777344,0
362,NbAiLab/nb-bert-large,Kim,fortsatte,strudel,food,"['Kim fortsatte på strudelen.', 'Kim fortsatte med strudelen.', 'Kim fortsatte strudelen.']",35.574462890625,31.2156982421875,36.79402160644531,0
363,NbAiLab/nb-bert-large,Kim,avsluttet,strudel,food,"['Kim avsluttet på strudelen.', 'Kim avsluttet med strudelen.', 'Kim avsluttet strudelen.']",45.6609001159668,38.671165466308594,35.71514892578125,0
364,NbAiLab/nb-bert-large,Kim,begynte,kake,food,"['Kim begynte på kaken.', 'Kim begynte med kaken.', 'Kim begynte kaken.']",20.45303726196289,23.090152740478516,27.008033752441406,1
365,NbAiLab/nb-bert-large,Kim,startet,kake,food,"['Kim startet på kaken.', 'Kim startet med kaken.', 'Kim startet kaken.']",23.709014892578125,24.117185592651367,25.063152313232422,1
366,NbAiLab/nb-bert-large,Kim,fortsatte,kake,food,"['Kim fortsatte på kaken.', 'Kim fortsatte med kaken.', 'Kim fortsatte kaken.']",24.92255210876465,20.169824600219727,25.776229858398438,1
367,NbAiLab/nb-bert-large,Kim,avsluttet,kake,food,"['Kim avsluttet på kaken.', 'Kim avsluttet med kaken.', 'Kim avsluttet kaken.']",31.4257869720459,26.185832977294922,21.236799240112305,1
368,NbAiLab/nb-bert-large,Kim,begynte,lasagne,food,"['Kim begynte på lasagnen.', 'Kim begynte med lasagnen.', 'Kim begynte lasagnen.']",37.374114990234375,42.578922271728516,49.06733322143555,2
369,NbAiLab/nb-bert-large,Kim,startet,lasagne,food,"['Kim startet på lasagnen.', 'Kim startet med lasagnen.', 'Kim startet lasagnen.']",41.625755310058594,44.420677185058594,46.53852462768555,2
370,NbAiLab/nb-bert-large,Kim,fortsatte,lasagne,food,"['Kim fortsatte på lasagnen.', 'Kim fortsatte med lasagnen.', 'Kim fortsatte lasagnen.']",45.65896224975586,41.997901916503906,50.0740852355957,2
371,NbAiLab/nb-bert-large,Kim,avsluttet,lasagne,food,"['Kim avsluttet på lasagnen.', 'Kim avsluttet med lasagnen.', 'Kim avsluttet lasagnen.']",52.980072021484375,49.41175842285156,43.85630798339844,2
372,NbAiLab/nb-bert-large,Kim,begynte,potet,food,"['Kim begynte på poteten.', 'Kim begynte med poteten.', 'Kim begynte poteten.']",30.044631958007812,26.040063858032227,36.091182708740234,3
373,NbAiLab/nb-bert-large,Kim,startet,potet,food,"['Kim startet på poteten.', 'Kim startet med poteten.', 'Kim startet poteten.']",33.232601165771484,27.106542587280273,34.898094177246094,3
374,NbAiLab/nb-bert-large,Kim,fortsatte,potet,food,"['Kim fortsatte på poteten.', 'Kim fortsatte med poteten.', 'Kim fortsatte poteten.']",29.581077575683594,25.18462371826172,32.34148406982422,3
375,NbAiLab/nb-bert-large,Kim,avsluttet,potet,food,"['Kim avsluttet på poteten.', 'Kim avsluttet med poteten.', 'Kim avsluttet poteten.']",39.09806823730469,33.15924072265625,28.23528289794922,3
376,NbAiLab/nb-bert-large,Kim,begynte,parmesan,food,"['Kim begynte på parmesanen.', 'Kim begynte med parmesanen.', 'Kim begynte parmesanen.']",34.90571594238281,26.284786224365234,44.21278381347656,4
377,NbAiLab/nb-bert-large,Kim,startet,parmesan,food,"['Kim startet på parmesanen.', 'Kim startet med parmesanen.', 'Kim startet parmesanen.']",36.843528747558594,25.955360412597656,38.999671936035156,4
378,NbAiLab/nb-bert-large,Kim,fortsatte,parmesan,food,"['Kim fortsatte på parmesanen.', 'Kim fortsatte med parmesanen.', 'Kim fortsatte parmesanen.']",37.26629638671875,26.596942901611328,44.77672576904297,4
379,NbAiLab/nb-bert-large,Kim,avsluttet,parmesan,food,"['Kim avsluttet på parmesanen.', 'Kim avsluttet med parmesanen.', 'Kim avsluttet parmesanen.']",44.505706787109375,27.209575653076172,40.599979400634766,4
380,NbAiLab/nb-bert-large,Kim,begynte,muskat,food,"['Kim begynte på muskaten.', 'Kim begynte med muskaten.', 'Kim begynte muskaten.']",39.4605598449707,34.2688102722168,44.227203369140625,5
381,NbAiLab/nb-bert-large,Kim,startet,muskat,food,"['Kim startet på muskaten.', 'Kim startet med muskaten.', 'Kim startet muskaten.']",39.365821838378906,33.47844314575195,41.785179138183594,5
382,NbAiLab/nb-bert-large,Kim,fortsatte,muskat,food,"['Kim fortsatte på muskaten.', 'Kim fortsatte med muskaten.', 'Kim fortsatte muskaten.']",40.59270095825195,32.11070251464844,43.482460021972656,5
383,NbAiLab/nb-bert-large,Kim,avsluttet,muskat,food,"['Kim avsluttet på muskaten.', 'Kim avsluttet med muskaten.', 'Kim avsluttet muskaten.']",46.46849822998047,36.285736083984375,43.22555923461914,5
384,NbAiLab/nb-bert-large,Kim,begynte,pizza,food,"['Kim begynte på pizzaen.', 'Kim begynte med pizzaen.', 'Kim begynte pizzaen.']",23.24111557006836,28.525474548339844,35.0712890625,6
385,NbAiLab/nb-bert-large,Kim,startet,pizza,food,"['Kim startet på pizzaen.', 'Kim startet med pizzaen.', 'Kim startet pizzaen.']",26.027320861816406,28.570602416992188,30.859973907470703,6
386,NbAiLab/nb-bert-large,Kim,fortsatte,pizza,food,"['Kim fortsatte på pizzaen.', 'Kim fortsatte med pizzaen.', 'Kim fortsatte pizzaen.']",25.842830657958984,21.660049438476562,30.506973266601562,6
387,NbAiLab/nb-bert-large,Kim,avsluttet,pizza,food,"['Kim avsluttet på pizzaen.', 'Kim avsluttet med pizzaen.', 'Kim avsluttet pizzaen.']",37.94834518432617,32.44960021972656,23.56492042541504,6
388,NbAiLab/nb-bert-large,Kim,begynte,deig,food,"['Kim begynte på deigen.', 'Kim begynte med deigen.', 'Kim begynte deigen.']",21.455692291259766,19.642667770385742,26.855722427368164,7
389,NbAiLab/nb-bert-large,Kim,startet,deig,food,"['Kim startet på deigen.', 'Kim startet med deigen.', 'Kim startet deigen.']",23.68212127685547,19.721952438354492,24.668575286865234,7
390,NbAiLab/nb-bert-large,Kim,fortsatte,deig,food,"['Kim fortsatte på deigen.', 'Kim fortsatte med deigen.', 'Kim fortsatte deigen.']",27.07351303100586,17.889137268066406,30.965900421142578,7
391,NbAiLab/nb-bert-large,Kim,avsluttet,deig,food,"['Kim avsluttet på deigen.', 'Kim avsluttet med deigen.', 'Kim avsluttet deigen.']",35.675811767578125,27.845895767211914,24.22604751586914,7
392,NbAiLab/nb-bert-large,Kim,begynte,brød,food,"['Kim begynte på brødet.', 'Kim begynte med brødet.', 'Kim begynte brødet.']",20.543397903442383,23.594696044921875,27.672945022583008,8
393,NbAiLab/nb-bert-large,Kim,startet,brød,food,"['Kim startet på brødet.', 'Kim startet med brødet.', 'Kim startet brødet.']",23.24566650390625,23.19012451171875,25.107765197753906,8
394,NbAiLab/nb-bert-large,Kim,fortsatte,brød,food,"['Kim fortsatte på brødet.', 'Kim fortsatte med brødet.', 'Kim fortsatte brødet.']",23.447242736816406,19.715347290039062,26.350011825561523,8
395,NbAiLab/nb-bert-large,Kim,avsluttet,brød,food,"['Kim avsluttet på brødet.', 'Kim avsluttet med brødet.', 'Kim avsluttet brødet.']",30.725257873535156,28.375221252441406,22.312131881713867,8
396,NbAiLab/nb-bert-large,Kim,begynte,salat,food,"['Kim begynte på salaten.', 'Kim begynte med salaten.', 'Kim begynte salaten.']",19.571949005126953,20.788715362548828,24.725032806396484,9
397,NbAiLab/nb-bert-large,Kim,startet,salat,food,"['Kim startet på salaten.', 'Kim startet med salaten.', 'Kim startet salaten.']",21.233354568481445,20.525405883789062,24.066879272460938,9
398,NbAiLab/nb-bert-large,Kim,fortsatte,salat,food,"['Kim fortsatte på salaten.', 'Kim fortsatte med salaten.', 'Kim fortsatte salaten.']",22.956932067871094,16.595355987548828,24.46160125732422,9
399,NbAiLab/nb-bert-large,Kim,avsluttet,salat,food,"['Kim avsluttet på salaten.', 'Kim avsluttet med salaten.', 'Kim avsluttet salaten.']",30.662614822387695,23.590530395507812,21.27606964111328,9
400,NbAiLab/nb-bert-large,Kim,begynte,ruccola,food,"['Kim begynte på ruccolaen.', 'Kim begynte med ruccolaen.', 'Kim begynte ruccolaen.']",51.383705139160156,52.37344741821289,60.78898620605469,10
401,NbAiLab/nb-bert-large,Kim,startet,ruccola,food,"['Kim startet på ruccolaen.', 'Kim startet med ruccolaen.', 'Kim startet ruccolaen.']",53.80965042114258,50.91162872314453,57.554866790771484,10
402,NbAiLab/nb-bert-large,Kim,fortsatte,ruccola,food,"['Kim fortsatte på ruccolaen.', 'Kim fortsatte med ruccolaen.', 'Kim fortsatte ruccolaen.']",54.26741409301758,53.993568420410156,61.08877944946289,10
403,NbAiLab/nb-bert-large,Kim,avsluttet,ruccola,food,"['Kim avsluttet på ruccolaen.', 'Kim avsluttet med ruccolaen.', 'Kim avsluttet ruccolaen.']",61.07359313964844,55.787837982177734,53.959537506103516,10
404,NbAiLab/nb-bert-large,Kim,begynte,paprika,food,"['Kim begynte på paprikaen.', 'Kim begynte med paprikaen.', 'Kim begynte paprikaen.']",28.48409652709961,25.071369171142578,37.477134704589844,11
405,NbAiLab/nb-bert-large,Kim,startet,paprika,food,"['Kim startet på paprikaen.', 'Kim startet med paprikaen.', 'Kim startet paprikaen.']",31.727588653564453,26.163818359375,35.16362380981445,11
406,NbAiLab/nb-bert-large,Kim,fortsatte,paprika,food,"['Kim fortsatte på paprikaen.', 'Kim fortsatte med paprikaen.', 'Kim fortsatte paprikaen.']",30.470191955566406,24.96010398864746,39.29744338989258,11
407,NbAiLab/nb-bert-large,Kim,avsluttet,paprika,food,"['Kim avsluttet på paprikaen.', 'Kim avsluttet med paprikaen.', 'Kim avsluttet paprikaen.']",41.74230194091797,32.04322814941406,34.2101936340332,11
408,NbAiLab/nb-bert-large,Kim,begynte,sopp,food,"['Kim begynte på soppen.', 'Kim begynte med soppen.', 'Kim begynte soppen.']",24.428138732910156,21.57665252685547,30.50989532470703,12
409,NbAiLab/nb-bert-large,Kim,startet,sopp,food,"['Kim startet på soppen.', 'Kim startet med soppen.', 'Kim startet soppen.']",27.88223648071289,22.3315372467041,28.417991638183594,12
410,NbAiLab/nb-bert-large,Kim,fortsatte,sopp,food,"['Kim fortsatte på soppen.', 'Kim fortsatte med soppen.', 'Kim fortsatte soppen.']",26.10239601135254,21.311485290527344,29.142120361328125,12
411,NbAiLab/nb-bert-large,Kim,avsluttet,sopp,food,"['Kim avsluttet på soppen.', 'Kim avsluttet med soppen.', 'Kim avsluttet soppen.']",33.34630584716797,25.16997528076172,24.63418197631836,12
412,NbAiLab/nb-bert-large,Kim,begynte,trøffel,food,"['Kim begynte på trøffelen.', 'Kim begynte med trøffelen.', 'Kim begynte trøffelen.']",41.87574005126953,37.362247467041016,48.58680725097656,13
413,NbAiLab/nb-bert-large,Kim,startet,trøffel,food,"['Kim startet på trøffelen.', 'Kim startet med trøffelen.', 'Kim startet trøffelen.']",47.158348083496094,42.40696334838867,52.568817138671875,13
414,NbAiLab/nb-bert-large,Kim,fortsatte,trøffel,food,"['Kim fortsatte på trøffelen.', 'Kim fortsatte med trøffelen.', 'Kim fortsatte trøffelen.']",42.640541076660156,36.590938568115234,43.81498718261719,13
415,NbAiLab/nb-bert-large,Kim,avsluttet,trøffel,food,"['Kim avsluttet på trøffelen.', 'Kim avsluttet med trøffelen.', 'Kim avsluttet trøffelen.']",53.13566589355469,44.339576721191406,42.601383209228516,13
416,NbAiLab/nb-bert-large,Kim,begynte,løk,food,"['Kim begynte på løken.', 'Kim begynte med løken.', 'Kim begynte løken.']",28.225595474243164,20.797697067260742,30.733612060546875,14
417,NbAiLab/nb-bert-large,Kim,startet,løk,food,"['Kim startet på løken.', 'Kim startet med løken.', 'Kim startet løken.']",30.03234100341797,21.03518295288086,30.930889129638672,14
418,NbAiLab/nb-bert-large,Kim,fortsatte,løk,food,"['Kim fortsatte på løken.', 'Kim fortsatte med løken.', 'Kim fortsatte løken.']",31.544099807739258,21.1545352935791,33.760772705078125,14
419,NbAiLab/nb-bert-large,Kim,avsluttet,løk,food,"['Kim avsluttet på løken.', 'Kim avsluttet med løken.', 'Kim avsluttet løken.']",33.06895446777344,25.07870101928711,33.04744338989258,14
420,NbAiLab/nb-bert-large,Kim,begynte,papyrus,text,"['Kim begynte på papyrusen.', 'Kim begynte med papyrusen.', 'Kim begynte papyrusen.']",43.693904876708984,43.206787109375,54.993221282958984,15
421,NbAiLab/nb-bert-large,Kim,startet,papyrus,text,"['Kim startet på papyrusen.', 'Kim startet med papyrusen.', 'Kim startet papyrusen.']",51.77434539794922,46.109066009521484,52.41917037963867,15
422,NbAiLab/nb-bert-large,Kim,fortsatte,papyrus,text,"['Kim fortsatte på papyrusen.', 'Kim fortsatte med papyrusen.', 'Kim fortsatte papyrusen.']",46.57539749145508,42.89300537109375,53.706451416015625,15
423,NbAiLab/nb-bert-large,Kim,avsluttet,papyrus,text,"['Kim avsluttet på papyrusen.', 'Kim avsluttet med papyrusen.', 'Kim avsluttet papyrusen.']",54.42420959472656,50.531585693359375,46.62990188598633,15
424,NbAiLab/nb-bert-large,Kim,begynte,pergament,text,"['Kim begynte på pergamentet.', 'Kim begynte med pergamentet.', 'Kim begynte pergamentet.']",31.012489318847656,29.50808334350586,45.445899963378906,16
425,NbAiLab/nb-bert-large,Kim,startet,pergament,text,"['Kim startet på pergamentet.', 'Kim startet med pergamentet.', 'Kim startet pergamentet.']",36.90532684326172,32.81260299682617,45.95066452026367,16
426,NbAiLab/nb-bert-large,Kim,fortsatte,pergament,text,"['Kim fortsatte på pergamentet.', 'Kim fortsatte med pergamentet.', 'Kim fortsatte pergamentet.']",32.172454833984375,27.059553146362305,40.585304260253906,16
427,NbAiLab/nb-bert-large,Kim,avsluttet,pergament,text,"['Kim avsluttet på pergamentet.', 'Kim avsluttet med pergamentet.', 'Kim avsluttet pergamentet.']",39.732425689697266,36.4533576965332,33.71211242675781,16
428,NbAiLab/nb-bert-large,Kim,begynte,essay,text,"['Kim begynte på essayet.', 'Kim begynte med essayet.', 'Kim begynte essayet.']",26.18356704711914,33.02995300292969,34.729427337646484,17
429,NbAiLab/nb-bert-large,Kim,startet,essay,text,"['Kim startet på essayet.', 'Kim startet med essayet.', 'Kim startet essayet.']",27.415069580078125,33.748680114746094,38.448001861572266,17
430,NbAiLab/nb-bert-large,Kim,fortsatte,essay,text,"['Kim fortsatte på essayet.', 'Kim fortsatte med essayet.', 'Kim fortsatte essayet.']",27.091148376464844,27.0094051361084,30.952600479125977,17
431,NbAiLab/nb-bert-large,Kim,avsluttet,essay,text,"['Kim avsluttet på essayet.', 'Kim avsluttet med essayet.', 'Kim avsluttet essayet.']",38.94618225097656,35.5029411315918,24.14114761352539,17
432,NbAiLab/nb-bert-large,Kim,begynte,pamflett,text,"['Kim begynte på pamfletten.', 'Kim begynte med pamfletten.', 'Kim begynte pamfletten.']",40.75531005859375,50.75269317626953,53.661537170410156,18
433,NbAiLab/nb-bert-large,Kim,startet,pamflett,text,"['Kim startet på pamfletten.', 'Kim startet med pamfletten.', 'Kim startet pamfletten.']",46.78672790527344,51.96991729736328,50.660560607910156,18
434,NbAiLab/nb-bert-large,Kim,fortsatte,pamflett,text,"['Kim fortsatte på pamfletten.', 'Kim fortsatte med pamfletten.', 'Kim fortsatte pamfletten.']",41.87533950805664,44.17577362060547,47.28215789794922,18
435,NbAiLab/nb-bert-large,Kim,avsluttet,pamflett,text,"['Kim avsluttet på pamfletten.', 'Kim avsluttet med pamfletten.', 'Kim avsluttet pamfletten.']",55.47281265258789,55.49081802368164,42.654293060302734,18
436,NbAiLab/nb-bert-large,Kim,begynte,manuskript,text,"['Kim begynte på manuskriptet.', 'Kim begynte med manuskriptet.', 'Kim begynte manuskriptet.']",22.224884033203125,26.267253875732422,27.18781089782715,19
437,NbAiLab/nb-bert-large,Kim,startet,manuskript,text,"['Kim startet på manuskriptet.', 'Kim startet med manuskriptet.', 'Kim startet manuskriptet.']",24.678075790405273,26.924440383911133,26.932172775268555,19
438,NbAiLab/nb-bert-large,Kim,fortsatte,manuskript,text,"['Kim fortsatte på manuskriptet.', 'Kim fortsatte med manuskriptet.', 'Kim fortsatte manuskriptet.']",23.896926879882812,21.052684783935547,24.8705997467041,19
439,NbAiLab/nb-bert-large,Kim,avsluttet,manuskript,text,"['Kim avsluttet på manuskriptet.', 'Kim avsluttet med manuskriptet.', 'Kim avsluttet manuskriptet.']",34.73226547241211,32.071720123291016,22.872577667236328,19
440,NbAiLab/nb-bert-large,Kim,begynte,testamente,text,"['Kim begynte på testamentet.', 'Kim begynte med testamentet.', 'Kim begynte testamentet.']",24.950775146484375,25.317974090576172,29.812381744384766,20
441,NbAiLab/nb-bert-large,Kim,startet,testamente,text,"['Kim startet på testamentet.', 'Kim startet med testamentet.', 'Kim startet testamentet.']",27.321735382080078,26.17715835571289,27.0690975189209,20
442,NbAiLab/nb-bert-large,Kim,fortsatte,testamente,text,"['Kim fortsatte på testamentet.', 'Kim fortsatte med testamentet.', 'Kim fortsatte testamentet.']",27.390369415283203,23.83132553100586,29.524478912353516,20
443,NbAiLab/nb-bert-large,Kim,avsluttet,testamente,text,"['Kim avsluttet på testamentet.', 'Kim avsluttet med testamentet.', 'Kim avsluttet testamentet.']",35.25630187988281,31.371135711669922,23.028718948364258,20
444,NbAiLab/nb-bert-large,Kim,begynte,prolog,text,"['Kim begynte på prologen.', 'Kim begynte med prologen.', 'Kim begynte prologen.']",30.18389129638672,27.762855529785156,34.38201904296875,21
445,NbAiLab/nb-bert-large,Kim,startet,prolog,text,"['Kim startet på prologen.', 'Kim startet med prologen.', 'Kim startet prologen.']",24.99844741821289,30.03058624267578,30.318458557128906,21
446,NbAiLab/nb-bert-large,Kim,fortsatte,prolog,text,"['Kim fortsatte på prologen.', 'Kim fortsatte med prologen.', 'Kim fortsatte prologen.']",31.20072364807129,29.380718231201172,30.688030242919922,21
447,NbAiLab/nb-bert-large,Kim,avsluttet,prolog,text,"['Kim avsluttet på prologen.', 'Kim avsluttet med prologen.', 'Kim avsluttet prologen.']",32.17826843261719,30.812042236328125,31.126203536987305,21
448,NbAiLab/nb-bert-large,Kim,begynte,epilog,text,"['Kim begynte på epilogen.', 'Kim begynte med epilogen.', 'Kim begynte epilogen.']",34.21966552734375,37.669437408447266,42.140567779541016,22
449,NbAiLab/nb-bert-large,Kim,startet,epilog,text,"['Kim startet på epilogen.', 'Kim startet med epilogen.', 'Kim startet epilogen.']",37.931480407714844,40.50605010986328,45.56270217895508,22
450,NbAiLab/nb-bert-large,Kim,fortsatte,epilog,text,"['Kim fortsatte på epilogen.', 'Kim fortsatte med epilogen.', 'Kim fortsatte epilogen.']",38.44015121459961,36.09492492675781,40.56603240966797,22
